elements,blocks,threadsPerBlock,GPU,total global memory(KB),clock rate(KHz),multiprocessor count,async engine count,memory bus width,memory clock rate (KHz),L2 cache size (bytes),max threads per SM
10000,32768,32,0.00465,11268608,1635000,68,3,352,7000000,5767168,1024
10000,32768,50,0.004607,11268608,1635000,68,3,352,7000000,5767168,1024
10000,32768,64,0.004488,11268608,1635000,68,3,352,7000000,5767168,1024
10000,32768,100,0.004996,11268608,1635000,68,3,352,7000000,5767168,1024
10000,32768,128,0.004554,11268608,1635000,68,3,352,7000000,5767168,1024
10000,32768,200,0.004363,11268608,1635000,68,3,352,7000000,5767168,1024
10000,32768,256,0.004676,11268608,1635000,68,3,352,7000000,5767168,1024
10000,32768,400,0.004417,11268608,1635000,68,3,352,7000000,5767168,1024
10000,32768,512,0.004623,11268608,1635000,68,3,352,7000000,5767168,1024
10000,32768,750,0.00483,11268608,1635000,68,3,352,7000000,5767168,1024
10000,32768,1024,0.004713,11268608,1635000,68,3,352,7000000,5767168,1024
50000,32,32,0.004778,11268608,1635000,68,3,352,7000000,5767168,1024
50000,32,50,0.004421,11268608,1635000,68,3,352,7000000,5767168,1024
50000,32,64,0.004766,11268608,1635000,68,3,352,7000000,5767168,1024
50000,32,100,0.004752,11268608,1635000,68,3,352,7000000,5767168,1024
50000,32,128,0.004598,11268608,1635000,68,3,352,7000000,5767168,1024
50000,32,200,0.004863,11268608,1635000,68,3,352,7000000,5767168,1024
50000,32,256,0.004691,11268608,1635000,68,3,352,7000000,5767168,1024
50000,32,400,0.004946,11268608,1635000,68,3,352,7000000,5767168,1024
50000,32,512,0.00485,11268608,1635000,68,3,352,7000000,5767168,1024
50000,32,750,0.004909,11268608,1635000,68,3,352,7000000,5767168,1024
50000,32,1024,0.004913,11268608,1635000,68,3,352,7000000,5767168,1024
50000,64,32,0.004682,11268608,1635000,68,3,352,7000000,5767168,1024
50000,64,50,0.004579,11268608,1635000,68,3,352,7000000,5767168,1024
50000,64,64,0.004547,11268608,1635000,68,3,352,7000000,5767168,1024
50000,64,100,0.005008,11268608,1635000,68,3,352,7000000,5767168,1024
50000,64,128,0.00485,11268608,1635000,68,3,352,7000000,5767168,1024
50000,64,200,0.004945,11268608,1635000,68,3,352,7000000,5767168,1024
50000,64,256,0.004678,11268608,1635000,68,3,352,7000000,5767168,1024
50000,64,400,0.004805,11268608,1635000,68,3,352,7000000,5767168,1024
50000,64,512,0.005019,11268608,1635000,68,3,352,7000000,5767168,1024
50000,64,750,0.005413,11268608,1635000,68,3,352,7000000,5767168,1024
50000,64,1024,0.005254,11268608,1635000,68,3,352,7000000,5767168,1024
50000,128,32,0.004761,11268608,1635000,68,3,352,7000000,5767168,1024
50000,128,50,0.00476,11268608,1635000,68,3,352,7000000,5767168,1024
50000,128,64,0.004646,11268608,1635000,68,3,352,7000000,5767168,1024
50000,128,100,0.004895,11268608,1635000,68,3,352,7000000,5767168,1024
50000,128,128,0.005184,11268608,1635000,68,3,352,7000000,5767168,1024
50000,128,200,0.004907,11268608,1635000,68,3,352,7000000,5767168,1024
50000,128,256,0.004973,11268608,1635000,68,3,352,7000000,5767168,1024
50000,128,400,0.005218,11268608,1635000,68,3,352,7000000,5767168,1024
50000,128,512,0.005491,11268608,1635000,68,3,352,7000000,5767168,1024
50000,128,750,0.005715,11268608,1635000,68,3,352,7000000,5767168,1024
50000,128,1024,0.005958,11268608,1635000,68,3,352,7000000,5767168,1024
50000,256,32,0.00509,11268608,1635000,68,3,352,7000000,5767168,1024
50000,256,50,0.004532,11268608,1635000,68,3,352,7000000,5767168,1024
50000,256,64,0.00486,11268608,1635000,68,3,352,7000000,5767168,1024
50000,256,100,0.005358,11268608,1635000,68,3,352,7000000,5767168,1024
50000,256,128,0.005045,11268608,1635000,68,3,352,7000000,5767168,1024
50000,256,200,0.005033,11268608,1635000,68,3,352,7000000,5767168,1024
50000,256,256,0.005298,11268608,1635000,68,3,352,7000000,5767168,1024
50000,256,400,0.005532,11268608,1635000,68,3,352,7000000,5767168,1024
50000,256,512,0.00597,11268608,1635000,68,3,352,7000000,5767168,1024
50000,256,750,0.018662,11268608,1635000,68,3,352,7000000,5767168,1024
50000,256,1024,0.018172,11268608,1635000,68,3,352,7000000,5767168,1024
50000,512,32,0.004792,11268608,1635000,68,3,352,7000000,5767168,1024
50000,512,50,0.00478,11268608,1635000,68,3,352,7000000,5767168,1024
50000,512,64,0.005414,11268608,1635000,68,3,352,7000000,5767168,1024
50000,512,100,0.005285,11268608,1635000,68,3,352,7000000,5767168,1024
50000,512,128,0.005415,11268608,1635000,68,3,352,7000000,5767168,1024
50000,512,200,0.005845,11268608,1635000,68,3,352,7000000,5767168,1024
50000,512,256,0.006461,11268608,1635000,68,3,352,7000000,5767168,1024
50000,512,400,0.018757,11268608,1635000,68,3,352,7000000,5767168,1024
50000,512,512,0.018805,11268608,1635000,68,3,352,7000000,5767168,1024
50000,512,750,0.018608,11268608,1635000,68,3,352,7000000,5767168,1024
50000,512,1024,0.018563,11268608,1635000,68,3,352,7000000,5767168,1024
50000,1024,32,0.005458,11268608,1635000,68,3,352,7000000,5767168,1024
50000,1024,50,0.005435,11268608,1635000,68,3,352,7000000,5767168,1024
50000,1024,64,0.005478,11268608,1635000,68,3,352,7000000,5767168,1024
50000,1024,100,0.006159,11268608,1635000,68,3,352,7000000,5767168,1024
50000,1024,128,0.006088,11268608,1635000,68,3,352,7000000,5767168,1024
50000,1024,200,0.018635,11268608,1635000,68,3,352,7000000,5767168,1024
50000,1024,256,0.018744,11268608,1635000,68,3,352,7000000,5767168,1024
50000,1024,400,0.01827,11268608,1635000,68,3,352,7000000,5767168,1024
50000,1024,512,0.018409,11268608,1635000,68,3,352,7000000,5767168,1024
50000,1024,750,0.018927,11268608,1635000,68,3,352,7000000,5767168,1024
50000,1024,1024,0.01825,11268608,1635000,68,3,352,7000000,5767168,1024
50000,2048,32,0.004247,11268608,1635000,68,3,352,7000000,5767168,1024
50000,2048,50,0.004773,11268608,1635000,68,3,352,7000000,5767168,1024
50000,2048,64,0.004579,11268608,1635000,68,3,352,7000000,5767168,1024
50000,2048,100,0.004561,11268608,1635000,68,3,352,7000000,5767168,1024
50000,2048,128,0.004749,11268608,1635000,68,3,352,7000000,5767168,1024
50000,2048,200,0.00426,11268608,1635000,68,3,352,7000000,5767168,1024
50000,2048,256,0.004763,11268608,1635000,68,3,352,7000000,5767168,1024
50000,2048,400,0.004702,11268608,1635000,68,3,352,7000000,5767168,1024
50000,2048,512,0.004801,11268608,1635000,68,3,352,7000000,5767168,1024
50000,2048,750,0.004644,11268608,1635000,68,3,352,7000000,5767168,1024
50000,2048,1024,0.004268,11268608,1635000,68,3,352,7000000,5767168,1024
50000,4096,32,0.004533,11268608,1635000,68,3,352,7000000,5767168,1024
50000,4096,50,0.004468,11268608,1635000,68,3,352,7000000,5767168,1024
50000,4096,64,0.004636,11268608,1635000,68,3,352,7000000,5767168,1024
50000,4096,100,0.004689,11268608,1635000,68,3,352,7000000,5767168,1024
50000,4096,128,0.004695,11268608,1635000,68,3,352,7000000,5767168,1024
50000,4096,200,0.004237,11268608,1635000,68,3,352,7000000,5767168,1024
50000,4096,256,0.004362,11268608,1635000,68,3,352,7000000,5767168,1024
50000,4096,400,0.00501,11268608,1635000,68,3,352,7000000,5767168,1024
50000,4096,512,0.004485,11268608,1635000,68,3,352,7000000,5767168,1024
50000,4096,750,0.004775,11268608,1635000,68,3,352,7000000,5767168,1024
50000,4096,1024,0.00467,11268608,1635000,68,3,352,7000000,5767168,1024
50000,8192,32,0.004851,11268608,1635000,68,3,352,7000000,5767168,1024
50000,8192,50,0.004663,11268608,1635000,68,3,352,7000000,5767168,1024
50000,8192,64,0.004654,11268608,1635000,68,3,352,7000000,5767168,1024
50000,8192,100,0.00469,11268608,1635000,68,3,352,7000000,5767168,1024
50000,8192,128,0.004448,11268608,1635000,68,3,352,7000000,5767168,1024
50000,8192,200,0.004851,11268608,1635000,68,3,352,7000000,5767168,1024
50000,8192,256,0.004761,11268608,1635000,68,3,352,7000000,5767168,1024
