elements,clusters,Iterations,blocks,threadsPerBlock,GPU,total global memory(KB),clock rate(KHz),multiprocessor count,async engine count,memory bus width,memory clock rate (KHz),L2 cache size (bytes),max threads per SM
10000,5,22,32,32,0.181739,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,22,32,50,0.172063,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,54,32,64,0.174668,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,54,32,100,0.174572,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,54,32,128,0.172086,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,54,32,200,0.17561,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,43,32,256,0.173218,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,43,32,400,0.168652,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,43,32,512,0.172532,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,43,32,750,0.172146,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,43,32,1024,0.168972,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,25,64,32,0.167994,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,25,64,50,0.176913,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,25,64,64,0.176812,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,25,64,100,0.1705,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,52,64,128,0.178204,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,52,64,200,0.168645,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,52,64,256,0.16881,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,52,64,400,0.177983,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,84,64,512,0.173117,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,84,64,750,0.174341,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,84,64,1024,0.170893,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,84,128,32,0.174499,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,84,128,50,0.176163,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,21,128,64,0.17325,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,21,128,100,0.170201,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,21,128,128,0.174248,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,21,128,200,0.170157,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,27,128,256,0.17458,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,27,128,400,0.168412,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,27,128,512,0.168202,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,27,128,750,0.171886,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,42,128,1024,0.17131,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,42,256,32,0.179961,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,42,256,50,0.176553,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,42,256,64,0.170981,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,42,256,100,0.167336,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,30,256,128,0.173103,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,30,256,200,0.167416,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,30,256,256,0.168506,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,30,256,400,0.175355,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,23,256,512,0.169499,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,23,256,750,0.176038,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,23,256,1024,0.169401,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,23,512,32,0.168596,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,23,512,50,0.175138,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,23,512,64,0.17911,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,23,512,100,0.175616,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,23,512,128,0.170804,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,23,512,200,0.172134,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,52,512,256,0.170062,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,52,512,400,0.17399,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,52,512,512,0.173484,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,52,512,750,0.174169,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,23,512,1024,0.172693,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,22,1024,32,0.178375,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,23,1024,50,0.169446,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,22,1024,64,0.170045,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,20,1024,100,0.167674,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,20,1024,128,0.170005,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,20,1024,200,0.1682,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,20,1024,256,0.170264,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,20,1024,400,0.171746,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,15,1024,512,0.167722,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,15,1024,750,0.170501,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,15,1024,1024,0.168677,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,15,2048,32,0.168368,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,25,2048,50,0.167869,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,25,2048,64,0.174107,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,25,2048,100,0.168007,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,25,2048,128,0.175486,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,24,2048,200,0.171462,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,24,2048,256,0.171146,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,24,2048,400,0.170859,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,24,2048,512,0.167845,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,24,2048,750,0.16767,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,24,2048,1024,0.171934,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,24,4096,32,0.169711,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,24,4096,50,0.169752,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,24,4096,64,0.169523,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,22,4096,100,0.170819,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,22,4096,128,0.172978,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,22,4096,200,0.174089,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,22,4096,256,0.174709,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,44,4096,400,0.168916,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,44,4096,512,0.173197,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,44,4096,750,0.168861,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,44,4096,1024,0.169497,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,42,8192,32,0.168916,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,42,8192,50,0.168832,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,42,8192,64,0.172652,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,42,8192,100,0.168319,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,42,8192,128,0.16892,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,18,8192,200,0.171074,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,18,8192,256,0.167558,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,18,8192,400,0.167329,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,18,8192,512,0.171389,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,23,8192,750,0.16722,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,23,8192,1024,0.168326,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,23,16384,32,0.167294,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,24,16384,50,0.168514,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,21,16384,64,0.170588,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,21,16384,100,0.167828,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,21,16384,128,0.17016,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,21,16384,200,0.172742,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,21,16384,256,0.166695,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,25,16384,400,0.174539,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,25,16384,512,0.172616,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,25,16384,750,0.17537,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,25,16384,1024,0.170924,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,19,32768,32,0.174624,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,19,32768,50,0.170903,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,19,32768,64,0.167119,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,19,32768,100,0.173943,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,29,32768,128,0.176171,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,29,32768,200,0.170161,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,29,32768,256,0.169089,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,29,32768,400,0.175029,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,29,32768,512,0.171165,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,30,32768,750,0.174417,11268608,1635000,68,3,352,7000000,5767168,1024
10000,5,30,32768,1024,0.175463,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,32,32,32,0.175104,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,32,32,50,0.169265,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,32,32,64,0.169993,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,32,32,100,0.171206,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,32,32,128,0.167921,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,32,32,200,0.17184,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,61,32,256,0.172118,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,61,32,400,0.169256,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,61,32,512,0.168981,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,61,32,750,0.176235,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,61,32,1024,0.170151,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,43,64,32,0.168625,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,43,64,50,0.171056,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,43,64,64,0.167103,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,43,64,100,0.173722,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,45,64,128,0.175224,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,45,64,200,0.170567,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,45,64,256,0.169484,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,45,64,400,0.169394,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,51,64,512,0.175341,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,51,64,750,0.169798,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,51,64,1024,0.174909,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,51,128,32,0.175155,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,60,128,50,0.171513,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,60,128,64,0.169061,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,60,128,100,0.169887,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,60,128,128,0.177697,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,60,128,200,0.175606,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,47,128,256,0.169322,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,47,128,400,0.170756,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,47,128,512,0.170898,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,47,128,750,0.17158,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,36,128,1024,0.170784,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,36,256,32,0.172155,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,36,256,50,0.168691,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,36,256,64,0.174515,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,36,256,100,0.16903,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,33,256,128,0.17622,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,33,256,200,0.17212,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,33,256,256,0.169301,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,33,256,400,0.178066,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,84,256,512,0.176853,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,84,256,750,0.170079,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,84,256,1024,0.178576,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,84,512,32,0.170126,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,54,512,50,0.174791,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,54,512,64,0.168745,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,54,512,100,0.17905,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,54,512,128,0.169441,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,71,512,200,0.172405,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,71,512,256,0.169311,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,71,512,400,0.170402,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,71,512,512,0.172835,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,71,512,750,0.170523,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,67,512,1024,0.174752,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,67,1024,32,0.170658,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,67,1024,50,0.167648,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,67,1024,64,0.175333,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,37,1024,100,0.174687,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,37,1024,128,0.171282,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,37,1024,200,0.166916,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,37,1024,256,0.171406,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,56,1024,400,0.172143,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,56,1024,512,0.17233,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,56,1024,750,0.166958,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,56,1024,1024,0.169162,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,47,2048,32,0.172694,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,47,2048,50,0.167206,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,47,2048,64,0.1684,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,47,2048,100,0.168448,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,47,2048,128,0.171681,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,48,2048,200,0.171054,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,48,2048,256,0.168533,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,48,2048,400,0.169506,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,48,2048,512,0.175439,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,45,2048,750,0.168482,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,45,2048,1024,0.172676,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,45,4096,32,0.168433,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,45,4096,50,0.170777,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,57,4096,64,0.177131,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,57,4096,100,0.173288,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,57,4096,128,0.172844,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,57,4096,200,0.173002,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,57,4096,256,0.172081,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,63,4096,400,0.174652,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,63,4096,512,0.178637,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,63,4096,750,0.173952,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,63,4096,1024,0.17227,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,62,8192,32,0.177449,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,62,8192,50,0.171002,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,62,8192,64,0.177067,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,62,8192,100,0.17099,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,39,8192,128,0.170665,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,39,8192,200,0.168343,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,39,8192,256,0.171473,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,39,8192,400,0.176017,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,44,8192,512,0.170365,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,44,8192,750,0.170383,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,44,8192,1024,0.175376,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,44,16384,32,0.172914,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,44,16384,50,0.17172,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,46,16384,64,0.1749,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,46,16384,100,0.1717,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,46,16384,128,0.171902,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,46,16384,200,0.169554,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,109,16384,256,0.173306,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,109,16384,400,0.174682,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,109,16384,512,0.182149,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,109,16384,750,0.1866,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,51,16384,1024,0.179622,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,51,32768,32,0.179881,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,51,32768,50,0.175047,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,51,32768,64,0.174077,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,38,32768,100,0.170177,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,38,32768,128,0.17193,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,38,32768,200,0.172773,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,38,32768,256,0.169654,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,38,32768,400,0.175,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,49,32768,512,0.182077,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,49,32768,750,0.18372,11268608,1635000,68,3,352,7000000,5767168,1024
10000,10,49,32768,1024,0.186983,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,68,32,32,0.178379,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,56,32,50,0.175201,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,56,32,64,0.17296,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,56,32,100,0.174946,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,56,32,128,0.179868,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,79,32,200,0.174389,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,79,32,256,0.174527,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,79,32,400,0.179236,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,79,32,512,0.183054,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,111,32,750,0.174686,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,111,32,1024,0.176609,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,111,64,32,0.175448,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,111,64,50,0.173074,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,65,64,64,0.170445,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,66,64,100,0.168934,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,66,64,128,0.170981,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,65,64,200,0.169595,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,66,64,256,0.172527,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,62,64,400,0.170098,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,62,64,512,0.169842,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,62,64,750,0.169993,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,62,64,1024,0.174718,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,45,128,32,0.17571,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,45,128,50,0.170027,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,45,128,64,0.16944,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,45,128,100,0.16976,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,76,128,128,0.181944,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,76,128,200,0.173189,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,76,128,256,0.170792,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,76,128,400,0.173287,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,76,128,512,0.169292,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,63,128,750,0.173966,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,63,128,1024,0.169053,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,63,256,32,0.172043,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,63,256,50,0.178843,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,59,256,64,0.172598,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,59,256,100,0.167462,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,59,256,128,0.17179,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,59,256,200,0.172171,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,86,256,256,0.170869,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,86,256,400,0.179383,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,86,256,512,0.173369,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,86,256,750,0.170375,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,86,256,1024,0.173758,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,66,512,32,0.173198,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,66,512,50,0.169623,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,66,512,64,0.170343,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,66,512,100,0.174743,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,93,512,128,0.170612,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,93,512,200,0.174289,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,93,512,256,0.169425,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,93,512,400,0.171999,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,60,512,512,0.173423,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,60,512,750,0.171821,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,60,512,1024,0.176614,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,60,1024,32,0.178086,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,82,1024,50,0.173333,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,82,1024,64,0.177009,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,82,1024,100,0.172626,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,82,1024,128,0.176029,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,82,1024,200,0.174494,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,66,1024,256,0.172245,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,66,1024,400,0.170017,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,66,1024,512,0.168867,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,66,1024,750,0.173642,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,69,1024,1024,0.16983,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,69,2048,32,0.178952,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,69,2048,50,0.174545,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,69,2048,64,0.169876,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,70,2048,100,0.177205,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,70,2048,128,0.171696,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,70,2048,200,0.170009,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,70,2048,256,0.170566,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,70,2048,400,0.173368,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,122,2048,512,0.176981,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,122,2048,750,0.173997,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,122,2048,1024,0.181029,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,122,4096,32,0.174615,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,73,4096,50,0.173156,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,73,4096,64,0.177669,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,73,4096,100,0.173548,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,73,4096,128,0.175541,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,97,4096,200,0.177043,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,97,4096,256,0.174037,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,97,4096,400,0.175674,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,97,4096,512,0.173657,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,64,4096,750,0.174324,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,64,4096,1024,0.174377,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,64,8192,32,0.174681,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,64,8192,50,0.173615,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,64,8192,64,0.168761,11268608,1635000,68,3,352,7000000,5767168,1024
10000,50,52,8192,100,0.170499,11268608,1635000,68,3,352,7000000,5767168,1024
