elements,blocks,threadsPerBlock,GPU
100000, 2048, 50, 0.363921
100000, 2048, 64, 0.289015
100000, 2048, 100, 0.333408
100000, 2048, 128, 0.282999
100000, 2048, 200, 0.313417
100000, 2048, 256, 0.286059
100000, 2048, 400, 0.317983
100000, 2048, 512, 0.296430
100000, 2048, 750, 0.335171
100000, 2048, 1024, 0.330155
100000, 4096, 32, 0.287295
100000, 4096, 50, 0.364245
100000, 4096, 64, 0.290390
100000, 4096, 100, 0.343083
100000, 4096, 128, 0.295105
100000, 4096, 200, 0.319495
100000, 4096, 256, 0.286572
100000, 4096, 400, 0.317860
100000, 4096, 512, 0.296047
100000, 4096, 750, 0.334142
100000, 4096, 1024, 0.330181
100000, 8192, 32, 0.283758
100000, 8192, 50, 0.377645
100000, 8192, 64, 0.286311
100000, 8192, 100, 0.344320
100000, 8192, 128, 0.282734
100000, 8192, 200, 0.317408
100000, 8192, 256, 0.283813
100000, 8192, 400, 0.318193
100000, 8192, 512, 0.296096
100000, 8192, 750, 0.335034
100000, 8192, 1024, 0.329242
100000, 16384, 32, 0.284425
100000, 16384, 50, 0.393031
100000, 16384, 64, 0.290324
100000, 16384, 100, 0.341937
100000, 16384, 128, 0.281600
100000, 16384, 200, 0.316568
100000, 16384, 256, 0.289611
100000, 16384, 400, 0.318309
100000, 16384, 512, 0.296176
100000, 16384, 750, 0.335020
100000, 16384, 1024, 0.330540
100000, 32768, 32, 0.279668
100000, 32768, 50, 0.380367
100000, 32768, 64, 0.302535
100000, 32768, 100, 0.348058
100000, 32768, 128, 0.289342
100000, 32768, 200, 0.315548
100000, 32768, 256, 0.289097
100000, 32768, 400, 0.318044
100000, 32768, 512, 0.296419
100000, 32768, 750, 0.335039
100000, 32768, 1024, 0.330636
100000, 512, 32, 0.544738
100000, 512, 50, 0.383353
100000, 512, 64, 0.375793
100000, 512, 100, 0.330627
100000, 512, 128, 0.310762
100000, 512, 200, 0.313804
100000, 512, 256, 0.286463
100000, 512, 400, 0.318311
100000, 512, 512, 0.296620
100000, 512, 750, 0.335093
100000, 512, 1024, 0.330495
100000, 1024, 32, 0.377045
100000, 1024, 50, 0.360371
100000, 1024, 64, 0.311615
100000, 1024, 100, 0.334589
100000, 1024, 128, 0.283212
100000, 1024, 200, 0.313656
100000, 1024, 256, 0.286516
100000, 1024, 400, 0.318329
100000, 1024, 512, 0.296586
100000, 1024, 750, 0.335178
100000, 1024, 1024, 0.330424
100000, 2048, 32, 0.311965
100000, 2048, 50, 0.365522
100000, 2048, 64, 0.289621
100000, 2048, 100, 0.335012
100000, 2048, 128, 0.283241
100000, 2048, 200, 0.313557
100000, 2048, 256, 0.286088
100000, 2048, 400, 0.317893
100000, 2048, 512, 0.296307
100000, 2048, 750, 0.335029
100000, 2048, 1024, 0.329272
100000, 4096, 32, 0.288090
100000, 4096, 50, 0.364939
100000, 4096, 64, 0.288923
100000, 4096, 100, 0.341802
100000, 4096, 128, 0.284319
100000, 4096, 200, 0.316818
100000, 4096, 256, 0.286320
100000, 4096, 400, 0.317569
100000, 4096, 512, 0.295912
100000, 4096, 750, 0.335178
100000, 4096, 1024, 0.330250
100000, 8192, 32, 0.279565
100000, 8192, 50, 0.383522
100000, 8192, 64, 0.288487
100000, 8192, 100, 0.343616
100000, 8192, 128, 0.281488
100000, 8192, 200, 0.320395
100000, 8192, 256, 0.285665
100000, 8192, 400, 0.318068
100000, 8192, 512, 0.296587
100000, 8192, 750, 0.335018
100000, 8192, 1024, 0.329825
100000, 16384, 32, 0.279728
100000, 16384, 50, 0.370350
