elements,blocks,threadsPerBlock,GPU
10000000, 32768, 512, 0.026618
10000000, 32768, 750, 0.026734
10000000, 32768, 1024, 0.026713
10000000, 32, 32, 0.029732
10000000, 32, 64, 0.028049
10000000, 32, 100, 0.027309
10000000, 32, 128, 0.027170
10000000, 32, 200, 0.026735
10000000, 32, 256, 0.027053
10000000, 32, 400, 0.026528
10000000, 32, 512, 0.027019
10000000, 32, 750, 0.027107
10000000, 32, 1024, 0.027525
10000000, 64, 32, 0.028419
10000000, 64, 64, 0.027263
10000000, 64, 100, 0.026706
10000000, 64, 128, 0.027094
10000000, 64, 200, 0.027020
10000000, 64, 256, 0.026507
10000000, 64, 400, 0.026969
10000000, 64, 512, 0.026475
10000000, 64, 750, 0.026544
10000000, 64, 1024, 0.026537
10000000, 128, 32, 0.027274
10000000, 128, 64, 0.027470
10000000, 128, 100, 0.026994
10000000, 128, 128, 0.026950
10000000, 128, 200, 0.026640
10000000, 128, 256, 0.027075
10000000, 128, 400, 0.027120
10000000, 128, 512, 0.027568
10000000, 128, 750, 0.027125
10000000, 128, 1024, 0.027257
10000000, 256, 32, 0.027263
10000000, 256, 64, 0.027045
10000000, 256, 100, 0.027501
10000000, 256, 128, 0.026589
10000000, 256, 200, 0.027022
10000000, 256, 256, 0.027146
10000000, 256, 400, 0.026423
10000000, 256, 512, 0.026569
10000000, 256, 750, 0.027114
10000000, 256, 1024, 0.026446
10000000, 512, 32, 0.027289
10000000, 512, 64, 0.030845
10000000, 512, 100, 0.026831
10000000, 512, 128, 0.027553
10000000, 512, 200, 0.026454
10000000, 512, 256, 0.026434
10000000, 512, 400, 0.026431
10000000, 512, 512, 0.026849
10000000, 512, 750, 0.027125
10000000, 512, 1024, 0.026674
10000000, 1024, 32, 0.026545
10000000, 1024, 64, 0.026549
10000000, 1024, 100, 0.026790
10000000, 1024, 128, 0.026502
10000000, 1024, 200, 0.027053
10000000, 1024, 256, 0.026493
10000000, 1024, 400, 0.027526
10000000, 1024, 512, 0.026484
10000000, 1024, 750, 0.026412
10000000, 1024, 1024, 0.026642
10000000, 2048, 32, 0.026702
10000000, 2048, 64, 0.026483
10000000, 2048, 100, 0.026613
10000000, 2048, 128, 0.026499
10000000, 2048, 200, 0.026515
10000000, 2048, 256, 0.026669
10000000, 2048, 400, 0.026686
10000000, 2048, 512, 0.026446
10000000, 2048, 750, 0.026458
10000000, 2048, 1024, 0.026435
10000000, 4096, 32, 0.026502
10000000, 4096, 64, 0.026704
10000000, 4096, 100, 0.026523
10000000, 4096, 128, 0.026661
10000000, 4096, 200, 0.026554
10000000, 4096, 256, 0.026670
10000000, 4096, 400, 0.026498
10000000, 4096, 512, 0.026891
10000000, 4096, 750, 0.026479
10000000, 4096, 1024, 0.026893
10000000, 8192, 32, 0.026384
10000000, 8192, 64, 0.026483
10000000, 8192, 100, 0.026996
10000000, 8192, 128, 0.026562
10000000, 8192, 200, 0.026673
10000000, 8192, 256, 0.026425
10000000, 8192, 400, 0.026565
10000000, 8192, 512, 0.026430
10000000, 8192, 750, 0.026474
10000000, 8192, 1024, 0.026485
10000000, 16384, 32, 0.026516
10000000, 16384, 64, 0.026594
10000000, 16384, 100, 0.026496
10000000, 16384, 128, 0.026416
10000000, 16384, 200, 0.026489
10000000, 16384, 256, 0.026559
10000000, 16384, 400, 0.027129
10000000, 16384, 512, 0.026396
10000000, 16384, 750, 0.026514
10000000, 16384, 1024, 0.026917
10000000, 32768, 32, 0.026974
10000000, 32768, 64, 0.026910
10000000, 32768, 100, 0.026870
10000000, 32768, 128, 0.026493
10000000, 32768, 200, 0.026470
10000000, 32768, 256, 0.026480
10000000, 32768, 400, 0.026475
10000000, 32768, 512, 0.026955
10000000, 32768, 750, 0.026607
10000000, 32768, 1024, 0.026600
10000000, 32, 32, 0.029339
10000000, 32, 64, 0.027618
10000000, 32, 100, 0.027110
10000000, 32, 128, 0.026967
10000000, 32, 200, 0.026592
10000000, 32, 256, 0.026513
10000000, 32, 400, 0.026666
10000000, 32, 512, 0.026443
10000000, 32, 750, 0.026552
10000000, 32, 1024, 0.026390
10000000, 64, 32, 0.027866
10000000, 64, 64, 0.026897
10000000, 64, 100, 0.027104
10000000, 64, 128, 0.027058
10000000, 64, 200, 0.026964
10000000, 64, 256, 0.026945
10000000, 64, 400, 0.026939
10000000, 64, 512, 0.026407
10000000, 64, 750, 0.026976
10000000, 64, 1024, 0.027010
10000000, 128, 32, 0.027459
10000000, 128, 64, 0.026984
10000000, 128, 100, 0.026478
10000000, 128, 128, 0.026419
10000000, 128, 200, 0.026511
10000000, 128, 256, 0.026587
10000000, 128, 400, 0.028219
10000000, 128, 512, 0.022583
10000000, 128, 750, 0.028254
10000000, 128, 1024, 0.026417
10000000, 256, 32, 0.028803
10000000, 256, 64, 0.028029
10000000, 256, 100, 0.027207
10000000, 256, 128, 0.029905
10000000, 256, 200, 0.027953
10000000, 256, 256, 0.025842
10000000, 256, 400, 0.025626
10000000, 256, 512, 0.025081
10000000, 256, 750, 0.028710
10000000, 256, 1024, 0.028758
10000000, 512, 32, 0.028867
10000000, 512, 64, 0.025236
10000000, 512, 100, 0.025328
