elements,blocks,threadsPerBlock,GPU,total global memory(KB),clock rate(KHz),multiprocessor count,async engine count,memory bus width,memory clock rate (KHz),L2 cache size (bytes),max threads per SM
50000,32768,200,0.000616,11268608,1635000,68,3,352,7000000,5767168,1024
50000,32768,256,0.000736,11268608,1635000,68,3,352,7000000,5767168,1024
50000,32768,400,0.000753,11268608,1635000,68,3,352,7000000,5767168,1024
50000,32768,512,0.000675,11268608,1635000,68,3,352,7000000,5767168,1024
50000,32768,750,0.0008,11268608,1635000,68,3,352,7000000,5767168,1024
50000,32768,1024,0.000716,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32,32,0.000626,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32,50,0.000674,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32,64,0.000642,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32,100,0.000715,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32,128,0.000714,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32,200,0.00068,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32,256,0.000836,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32,400,0.000568,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32,512,0.000668,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32,750,0.00078,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32,1024,0.000687,11268608,1635000,68,3,352,7000000,5767168,1024
100000,64,32,0.000772,11268608,1635000,68,3,352,7000000,5767168,1024
100000,64,50,0.000779,11268608,1635000,68,3,352,7000000,5767168,1024
100000,64,64,0.000595,11268608,1635000,68,3,352,7000000,5767168,1024
100000,64,100,0.00068,11268608,1635000,68,3,352,7000000,5767168,1024
100000,64,128,0.000707,11268608,1635000,68,3,352,7000000,5767168,1024
100000,64,200,0.000737,11268608,1635000,68,3,352,7000000,5767168,1024
100000,64,256,0.000641,11268608,1635000,68,3,352,7000000,5767168,1024
100000,64,400,0.000713,11268608,1635000,68,3,352,7000000,5767168,1024
100000,64,512,0.000876,11268608,1635000,68,3,352,7000000,5767168,1024
100000,64,750,0.000662,11268608,1635000,68,3,352,7000000,5767168,1024
100000,64,1024,0.000838,11268608,1635000,68,3,352,7000000,5767168,1024
100000,128,32,0.000783,11268608,1635000,68,3,352,7000000,5767168,1024
100000,128,50,0.000782,11268608,1635000,68,3,352,7000000,5767168,1024
100000,128,64,0.000773,11268608,1635000,68,3,352,7000000,5767168,1024
100000,128,100,0.000734,11268608,1635000,68,3,352,7000000,5767168,1024
100000,128,128,0.000644,11268608,1635000,68,3,352,7000000,5767168,1024
100000,128,200,0.000626,11268608,1635000,68,3,352,7000000,5767168,1024
