elements,threadsPerBlock,blocks,GPU
100000,400,800,9.887128
100000,400,800,9.935533
100000,400,800,10.288497
100000,400,800,9.919556
100000,400,1024,9.849466
100000,400,1024,9.862866
100000,400,1024,9.859695
100000,400,1024,10.269481
100000,400,1024,9.847067
100000,400,1024,9.915000
100000,400,1024,9.871876
100000,400,1024,9.847857
100000,400,1024,9.865897
100000,400,1024,9.870680
100000,400,1024,10.347878
100000,400,1024,9.878871
100000,400,1024,9.871454
100000,400,1024,9.848234
100000,400,1024,10.128075
100000,400,1024,10.140387
100000,400,1024,10.089465
100000,400,1024,10.032400
100000,400,1024,9.875671
100000,400,1024,9.859379
100000,400,1500,9.854943
100000,400,1500,9.950082
100000,400,1500,9.860997
100000,400,1500,9.891276
100000,400,1500,9.862335
100000,400,1500,9.920790
100000,400,1500,10.040075
100000,400,1500,9.959055
100000,400,1500,10.027444
100000,400,1500,10.368914
100000,400,1500,9.920288
100000,400,1500,9.941911
100000,400,1500,9.863141
100000,400,1500,9.859324
100000,400,1500,9.872085
100000,400,1500,10.078897
100000,400,1500,9.928563
100000,400,1500,9.943589
100000,400,1500,10.000432
100000,400,1500,9.858391
100000,512,1,3.435542
100000,512,1,4.305479
100000,512,1,3.427046
100000,512,1,3.734544
100000,512,1,3.570887
100000,512,1,3.470377
100000,512,1,3.470466
100000,512,1,3.540124
100000,512,1,4.317918
100000,512,1,4.286117
100000,512,1,7.426717
100000,512,1,7.406980
100000,512,1,3.400171
100000,512,1,3.407157
100000,512,1,3.406730
100000,512,1,3.476942
100000,512,1,3.472912
100000,512,1,3.403017
100000,512,1,3.404321
100000,512,1,3.516052
100000,512,2,3.474083
100000,512,2,3.470727
