elements,threadsPerBlock,blocks,GPU,total global memory(KB),clock rate(KHz),multiprocessor count,async engine count,memory bus width,memory clock rate (KHz),L2 cache size (bytes),max threads per SM
10240,64,450,0.552874,12339264,1455000,80,7,3072,850000,4718592,2048
10240,64,512,0.554127,12339264,1455000,80,7,3072,850000,4718592,2048
10240,64,800,0.551453,12339264,1455000,80,7,3072,850000,4718592,2048
10240,64,1024,0.557438,12339264,1455000,80,7,3072,850000,4718592,2048
10240,64,1500,0.552325,12339264,1455000,80,7,3072,850000,4718592,2048
10240,128,1,0.557604,12339264,1455000,80,7,3072,850000,4718592,2048
10240,128,2,0.549885,12339264,1455000,80,7,3072,850000,4718592,2048
10240,128,4,0.551136,12339264,1455000,80,7,3072,850000,4718592,2048
10240,128,8,0.550233,12339264,1455000,80,7,3072,850000,4718592,2048
10240,128,16,0.551135,12339264,1455000,80,7,3072,850000,4718592,2048
10240,128,32,0.551991,12339264,1455000,80,7,3072,850000,4718592,2048
10240,128,64,0.559849,12339264,1455000,80,7,3072,850000,4718592,2048
10240,128,128,0.55727,12339264,1455000,80,7,3072,850000,4718592,2048
10240,128,256,0.567168,12339264,1455000,80,7,3072,850000,4718592,2048
10240,128,450,0.567818,12339264,1455000,80,7,3072,850000,4718592,2048
10240,128,512,0.5608,12339264,1455000,80,7,3072,850000,4718592,2048
10240,128,800,0.562868,12339264,1455000,80,7,3072,850000,4718592,2048
10240,128,1024,0.558247,12339264,1455000,80,7,3072,850000,4718592,2048
10240,128,1500,0.571086,12339264,1455000,80,7,3072,850000,4718592,2048
10240,256,1,0.565107,12339264,1455000,80,7,3072,850000,4718592,2048
10240,256,2,0.568491,12339264,1455000,80,7,3072,850000,4718592,2048
10240,256,4,0.564737,12339264,1455000,80,7,3072,850000,4718592,2048
10240,256,8,0.567998,12339264,1455000,80,7,3072,850000,4718592,2048
10240,256,16,0.564802,12339264,1455000,80,7,3072,850000,4718592,2048
10240,256,32,0.565397,12339264,1455000,80,7,3072,850000,4718592,2048
10240,256,64,0.565351,12339264,1455000,80,7,3072,850000,4718592,2048
10240,256,128,0.569848,12339264,1455000,80,7,3072,850000,4718592,2048
10240,256,256,0.564612,12339264,1455000,80,7,3072,850000,4718592,2048
10240,256,450,0.565685,12339264,1455000,80,7,3072,850000,4718592,2048
10240,256,512,0.568682,12339264,1455000,80,7,3072,850000,4718592,2048
10240,256,800,0.567386,12339264,1455000,80,7,3072,850000,4718592,2048
10240,256,1024,0.566842,12339264,1455000,80,7,3072,850000,4718592,2048
10240,256,1500,0.566793,12339264,1455000,80,7,3072,850000,4718592,2048
10240,400,1,0.579991,12339264,1455000,80,7,3072,850000,4718592,2048
10240,400,2,0.580874,12339264,1455000,80,7,3072,850000,4718592,2048
10240,400,4,0.580798,12339264,1455000,80,7,3072,850000,4718592,2048
10240,400,8,0.585362,12339264,1455000,80,7,3072,850000,4718592,2048
10240,400,16,0.581699,12339264,1455000,80,7,3072,850000,4718592,2048
10240,400,32,0.580872,12339264,1455000,80,7,3072,850000,4718592,2048
10240,400,64,0.590371,12339264,1455000,80,7,3072,850000,4718592,2048
10240,400,128,0.581333,12339264,1455000,80,7,3072,850000,4718592,2048
10240,400,256,0.57976,12339264,1455000,80,7,3072,850000,4718592,2048
10240,400,450,0.585373,12339264,1455000,80,7,3072,850000,4718592,2048
10240,400,512,0.581028,12339264,1455000,80,7,3072,850000,4718592,2048
10240,400,800,0.579904,12339264,1455000,80,7,3072,850000,4718592,2048
10240,400,1024,0.580748,12339264,1455000,80,7,3072,850000,4718592,2048
10240,400,1500,0.581853,12339264,1455000,80,7,3072,850000,4718592,2048
10240,512,1,0.613308,12339264,1455000,80,7,3072,850000,4718592,2048
10240,512,2,0.604235,12339264,1455000,80,7,3072,850000,4718592,2048
10240,512,4,0.603089,12339264,1455000,80,7,3072,850000,4718592,2048
10240,512,8,0.603954,12339264,1455000,80,7,3072,850000,4718592,2048
10240,512,16,0.614386,12339264,1455000,80,7,3072,850000,4718592,2048
10240,512,32,0.607858,12339264,1455000,80,7,3072,850000,4718592,2048
10240,512,64,0.609608,12339264,1455000,80,7,3072,850000,4718592,2048
10240,512,128,0.606647,12339264,1455000,80,7,3072,850000,4718592,2048
10240,512,256,0.604938,12339264,1455000,80,7,3072,850000,4718592,2048
10240,512,450,0.606255,12339264,1455000,80,7,3072,850000,4718592,2048
10240,512,512,0.606103,12339264,1455000,80,7,3072,850000,4718592,2048
10240,512,800,0.613585,12339264,1455000,80,7,3072,850000,4718592,2048
10240,512,1024,0.572534,12339264,1455000,80,7,3072,850000,4718592,2048
10240,512,1500,0.613367,12339264,1455000,80,7,3072,850000,4718592,2048
10240,800,1,0.688695,12339264,1455000,80,7,3072,850000,4718592,2048
10240,800,2,0.68895,12339264,1455000,80,7,3072,850000,4718592,2048
10240,800,4,0.691693,12339264,1455000,80,7,3072,850000,4718592,2048
10240,800,8,0.691913,12339264,1455000,80,7,3072,850000,4718592,2048
10240,800,16,0.693052,12339264,1455000,80,7,3072,850000,4718592,2048
10240,800,32,0.69402,12339264,1455000,80,7,3072,850000,4718592,2048
10240,800,64,0.693498,12339264,1455000,80,7,3072,850000,4718592,2048
10240,800,128,0.697235,12339264,1455000,80,7,3072,850000,4718592,2048
10240,800,256,0.692757,12339264,1455000,80,7,3072,850000,4718592,2048
10240,800,450,0.695446,12339264,1455000,80,7,3072,850000,4718592,2048
10240,800,512,0.693665,12339264,1455000,80,7,3072,850000,4718592,2048
10240,800,800,0.693676,12339264,1455000,80,7,3072,850000,4718592,2048
10240,800,1024,0.695056,12339264,1455000,80,7,3072,850000,4718592,2048
10240,800,1500,0.69356,12339264,1455000,80,7,3072,850000,4718592,2048
10240,1024,1,0.789734,12339264,1455000,80,7,3072,850000,4718592,2048
10240,1024,2,0.800089,12339264,1455000,80,7,3072,850000,4718592,2048
10240,1024,4,0.790774,12339264,1455000,80,7,3072,850000,4718592,2048
10240,1024,8,0.800144,12339264,1455000,80,7,3072,850000,4718592,2048
10240,1024,16,0.806265,12339264,1455000,80,7,3072,850000,4718592,2048
10240,1024,32,0.802288,12339264,1455000,80,7,3072,850000,4718592,2048
10240,1024,64,0.799588,12339264,1455000,80,7,3072,850000,4718592,2048
10240,1024,128,0.800162,12339264,1455000,80,7,3072,850000,4718592,2048
10240,1024,256,0.797109,12339264,1455000,80,7,3072,850000,4718592,2048
10240,1024,450,0.797679,12339264,1455000,80,7,3072,850000,4718592,2048
10240,1024,512,0.796823,12339264,1455000,80,7,3072,850000,4718592,2048
10240,1024,800,0.801226,12339264,1455000,80,7,3072,850000,4718592,2048
10240,1024,1024,0.796377,12339264,1455000,80,7,3072,850000,4718592,2048
10240,1024,1500,0.797845,12339264,1455000,80,7,3072,850000,4718592,2048
20480,64,1,0.940848,12339264,1455000,80,7,3072,850000,4718592,2048
20480,64,2,0.940171,12339264,1455000,80,7,3072,850000,4718592,2048
20480,64,4,0.940288,12339264,1455000,80,7,3072,850000,4718592,2048
20480,64,8,0.941398,12339264,1455000,80,7,3072,850000,4718592,2048
20480,64,16,0.940926,12339264,1455000,80,7,3072,850000,4718592,2048
20480,64,32,0.938701,12339264,1455000,80,7,3072,850000,4718592,2048
20480,64,64,0.946601,12339264,1455000,80,7,3072,850000,4718592,2048
20480,64,128,0.957625,12339264,1455000,80,7,3072,850000,4718592,2048
20480,64,256,0.98011,12339264,1455000,80,7,3072,850000,4718592,2048
20480,64,450,0.98929,12339264,1455000,80,7,3072,850000,4718592,2048
20480,64,512,0.985758,12339264,1455000,80,7,3072,850000,4718592,2048
20480,64,800,0.987468,12339264,1455000,80,7,3072,850000,4718592,2048
20480,64,1024,0.982105,12339264,1455000,80,7,3072,850000,4718592,2048
20480,64,1500,0.983355,12339264,1455000,80,7,3072,850000,4718592,2048
20480,128,1,0.94714,12339264,1455000,80,7,3072,850000,4718592,2048
20480,128,2,0.948408,12339264,1455000,80,7,3072,850000,4718592,2048
20480,128,4,0.947951,12339264,1455000,80,7,3072,850000,4718592,2048
20480,128,8,0.948003,12339264,1455000,80,7,3072,850000,4718592,2048
20480,128,16,0.947428,12339264,1455000,80,7,3072,850000,4718592,2048
20480,128,32,0.956356,12339264,1455000,80,7,3072,850000,4718592,2048
20480,128,64,0.956937,12339264,1455000,80,7,3072,850000,4718592,2048
20480,128,128,0.995511,12339264,1455000,80,7,3072,850000,4718592,2048
20480,128,256,0.981996,12339264,1455000,80,7,3072,850000,4718592,2048
20480,128,450,0.985539,12339264,1455000,80,7,3072,850000,4718592,2048
20480,128,512,0.986323,12339264,1455000,80,7,3072,850000,4718592,2048
20480,128,800,0.983436,12339264,1455000,80,7,3072,850000,4718592,2048
20480,128,1024,0.985845,12339264,1455000,80,7,3072,850000,4718592,2048
20480,128,1500,0.984331,12339264,1455000,80,7,3072,850000,4718592,2048
20480,256,1,0.982275,12339264,1455000,80,7,3072,850000,4718592,2048
20480,256,2,0.98152,12339264,1455000,80,7,3072,850000,4718592,2048
20480,256,4,0.987448,12339264,1455000,80,7,3072,850000,4718592,2048
20480,256,8,0.977971,12339264,1455000,80,7,3072,850000,4718592,2048
20480,256,16,0.977428,12339264,1455000,80,7,3072,850000,4718592,2048
20480,256,32,0.977326,12339264,1455000,80,7,3072,850000,4718592,2048
20480,256,64,1.002293,12339264,1455000,80,7,3072,850000,4718592,2048
20480,256,128,0.995428,12339264,1455000,80,7,3072,850000,4718592,2048
20480,256,256,0.996706,12339264,1455000,80,7,3072,850000,4718592,2048
20480,256,450,0.998303,12339264,1455000,80,7,3072,850000,4718592,2048
20480,256,512,0.995365,12339264,1455000,80,7,3072,850000,4718592,2048
20480,256,800,0.99618,12339264,1455000,80,7,3072,850000,4718592,2048
20480,256,1024,0.997507,12339264,1455000,80,7,3072,850000,4718592,2048
20480,256,1500,0.998391,12339264,1455000,80,7,3072,850000,4718592,2048
20480,400,1,1.008794,12339264,1455000,80,7,3072,850000,4718592,2048
20480,400,2,1.010411,12339264,1455000,80,7,3072,850000,4718592,2048
20480,400,4,1.008049,12339264,1455000,80,7,3072,850000,4718592,2048
20480,400,8,1.014778,12339264,1455000,80,7,3072,850000,4718592,2048
20480,400,16,1.00808,12339264,1455000,80,7,3072,850000,4718592,2048
20480,400,32,1.008905,12339264,1455000,80,7,3072,850000,4718592,2048
20480,400,64,1.03272,12339264,1455000,80,7,3072,850000,4718592,2048
20480,400,128,1.03915,12339264,1455000,80,7,3072,850000,4718592,2048
20480,400,256,1.042632,12339264,1455000,80,7,3072,850000,4718592,2048
20480,400,450,1.035928,12339264,1455000,80,7,3072,850000,4718592,2048
20480,400,512,1.037045,12339264,1455000,80,7,3072,850000,4718592,2048
20480,400,800,1.033976,12339264,1455000,80,7,3072,850000,4718592,2048
20480,400,1024,1.034193,12339264,1455000,80,7,3072,850000,4718592,2048
20480,400,1500,1.033087,12339264,1455000,80,7,3072,850000,4718592,2048
20480,512,1,1.055515,12339264,1455000,80,7,3072,850000,4718592,2048
20480,512,2,1.060585,12339264,1455000,80,7,3072,850000,4718592,2048
20480,512,4,1.063533,12339264,1455000,80,7,3072,850000,4718592,2048
20480,512,8,1.057744,12339264,1455000,80,7,3072,850000,4718592,2048
20480,512,16,1.059398,12339264,1455000,80,7,3072,850000,4718592,2048
20480,512,32,1.068658,12339264,1455000,80,7,3072,850000,4718592,2048
20480,512,64,1.058506,12339264,1455000,80,7,3072,850000,4718592,2048
20480,512,128,1.058005,12339264,1455000,80,7,3072,850000,4718592,2048
20480,512,256,1.057747,12339264,1455000,80,7,3072,850000,4718592,2048
20480,512,450,1.067123,12339264,1455000,80,7,3072,850000,4718592,2048
20480,512,512,1.059554,12339264,1455000,80,7,3072,850000,4718592,2048
20480,512,800,1.060231,12339264,1455000,80,7,3072,850000,4718592,2048
20480,512,1024,1.058629,12339264,1455000,80,7,3072,850000,4718592,2048
20480,512,1500,1.058029,12339264,1455000,80,7,3072,850000,4718592,2048
20480,800,1,1.224998,12339264,1455000,80,7,3072,850000,4718592,2048
20480,800,2,1.226638,12339264,1455000,80,7,3072,850000,4718592,2048
20480,800,4,1.226051,12339264,1455000,80,7,3072,850000,4718592,2048
20480,800,8,2.184336,12339264,1455000,80,7,3072,850000,4718592,2048
20480,800,16,2.179446,12339264,1455000,80,7,3072,850000,4718592,2048
20480,800,32,1.698479,12339264,1455000,80,7,3072,850000,4718592,2048
20480,800,64,2.023826,12339264,1455000,80,7,3072,850000,4718592,2048
20480,800,128,2.070375,12339264,1455000,80,7,3072,850000,4718592,2048
20480,800,256,1.792213,12339264,1455000,80,7,3072,850000,4718592,2048
20480,800,450,2.083255,12339264,1455000,80,7,3072,850000,4718592,2048
20480,800,512,2.057958,12339264,1455000,80,7,3072,850000,4718592,2048
20480,800,800,1.905369,12339264,1455000,80,7,3072,850000,4718592,2048
20480,800,1024,2.057231,12339264,1455000,80,7,3072,850000,4718592,2048
20480,800,1500,2.094635,12339264,1455000,80,7,3072,850000,4718592,2048
20480,1024,1,1.431864,12339264,1455000,80,7,3072,850000,4718592,2048
20480,1024,2,1.431264,12339264,1455000,80,7,3072,850000,4718592,2048
20480,1024,4,1.430521,12339264,1455000,80,7,3072,850000,4718592,2048
20480,1024,8,1.438469,12339264,1455000,80,7,3072,850000,4718592,2048
20480,1024,16,1.443131,12339264,1455000,80,7,3072,850000,4718592,2048
20480,1024,32,1.439282,12339264,1455000,80,7,3072,850000,4718592,2048
20480,1024,64,1.438145,12339264,1455000,80,7,3072,850000,4718592,2048
20480,1024,128,1.439115,12339264,1455000,80,7,3072,850000,4718592,2048
20480,1024,256,1.438896,12339264,1455000,80,7,3072,850000,4718592,2048
20480,1024,450,1.438662,12339264,1455000,80,7,3072,850000,4718592,2048
20480,1024,512,1.441521,12339264,1455000,80,7,3072,850000,4718592,2048
20480,1024,800,1.445528,12339264,1455000,80,7,3072,850000,4718592,2048
20480,1024,1024,1.442054,12339264,1455000,80,7,3072,850000,4718592,2048
20480,1024,1500,1.441961,12339264,1455000,80,7,3072,850000,4718592,2048
40960,64,1,1.727184,12339264,1455000,80,7,3072,850000,4718592,2048
40960,64,2,1.72487,12339264,1455000,80,7,3072,850000,4718592,2048
40960,64,4,1.723855,12339264,1455000,80,7,3072,850000,4718592,2048
40960,64,8,1.723002,12339264,1455000,80,7,3072,850000,4718592,2048
40960,64,16,1.724418,12339264,1455000,80,7,3072,850000,4718592,2048
40960,64,32,1.725127,12339264,1455000,80,7,3072,850000,4718592,2048
40960,64,64,1.735555,12339264,1455000,80,7,3072,850000,4718592,2048
40960,64,128,1.744464,12339264,1455000,80,7,3072,850000,4718592,2048
40960,64,256,1.808679,12339264,1455000,80,7,3072,850000,4718592,2048
40960,64,450,1.871826,12339264,1455000,80,7,3072,850000,4718592,2048
40960,64,512,1.878081,12339264,1455000,80,7,3072,850000,4718592,2048
40960,64,800,1.933895,12339264,1455000,80,7,3072,850000,4718592,2048
40960,64,1024,1.937063,12339264,1455000,80,7,3072,850000,4718592,2048
40960,64,1500,1.936654,12339264,1455000,80,7,3072,850000,4718592,2048
40960,128,1,1.741738,12339264,1455000,80,7,3072,850000,4718592,2048
40960,128,2,1.742017,12339264,1455000,80,7,3072,850000,4718592,2048
40960,128,4,1.739956,12339264,1455000,80,7,3072,850000,4718592,2048
40960,128,8,1.75028,12339264,1455000,80,7,3072,850000,4718592,2048
40960,128,16,1.744641,12339264,1455000,80,7,3072,850000,4718592,2048
40960,128,32,1.742079,12339264,1455000,80,7,3072,850000,4718592,2048
40960,128,64,1.761514,12339264,1455000,80,7,3072,850000,4718592,2048
40960,128,128,1.812938,12339264,1455000,80,7,3072,850000,4718592,2048
40960,128,256,1.92614,12339264,1455000,80,7,3072,850000,4718592,2048
40960,128,450,1.940889,12339264,1455000,80,7,3072,850000,4718592,2048
40960,128,512,1.94404,12339264,1455000,80,7,3072,850000,4718592,2048
40960,128,800,1.941481,12339264,1455000,80,7,3072,850000,4718592,2048
40960,128,1024,1.940103,12339264,1455000,80,7,3072,850000,4718592,2048
40960,128,1500,1.946995,12339264,1455000,80,7,3072,850000,4718592,2048
40960,256,1,1.805649,12339264,1455000,80,7,3072,850000,4718592,2048
40960,256,2,1.804676,12339264,1455000,80,7,3072,850000,4718592,2048
40960,256,4,1.801296,12339264,1455000,80,7,3072,850000,4718592,2048
40960,256,8,1.813962,12339264,1455000,80,7,3072,850000,4718592,2048
40960,256,16,1.803699,12339264,1455000,80,7,3072,850000,4718592,2048
40960,256,32,1.802417,12339264,1455000,80,7,3072,850000,4718592,2048
40960,256,64,1.822453,12339264,1455000,80,7,3072,850000,4718592,2048
40960,256,128,1.952745,12339264,1455000,80,7,3072,850000,4718592,2048
40960,256,256,1.957498,12339264,1455000,80,7,3072,850000,4718592,2048
40960,256,450,1.955302,12339264,1455000,80,7,3072,850000,4718592,2048
40960,256,512,1.962469,12339264,1455000,80,7,3072,850000,4718592,2048
40960,256,800,1.955083,12339264,1455000,80,7,3072,850000,4718592,2048
40960,256,1024,1.957533,12339264,1455000,80,7,3072,850000,4718592,2048
40960,256,1500,1.95352,12339264,1455000,80,7,3072,850000,4718592,2048
40960,400,1,1.867976,12339264,1455000,80,7,3072,850000,4718592,2048
40960,400,2,1.866807,12339264,1455000,80,7,3072,850000,4718592,2048
40960,400,4,1.875047,12339264,1455000,80,7,3072,850000,4718592,2048
40960,400,8,1.866284,12339264,1455000,80,7,3072,850000,4718592,2048
40960,400,16,1.868224,12339264,1455000,80,7,3072,850000,4718592,2048
40960,400,32,1.866446,12339264,1455000,80,7,3072,850000,4718592,2048
40960,400,64,1.898845,12339264,1455000,80,7,3072,850000,4718592,2048
40960,400,128,2.233486,12339264,1455000,80,7,3072,850000,4718592,2048
40960,400,256,2.242527,12339264,1455000,80,7,3072,850000,4718592,2048
40960,400,450,2.243645,12339264,1455000,80,7,3072,850000,4718592,2048
40960,400,512,2.236615,12339264,1455000,80,7,3072,850000,4718592,2048
40960,400,800,2.242761,12339264,1455000,80,7,3072,850000,4718592,2048
40960,400,1024,2.248237,12339264,1455000,80,7,3072,850000,4718592,2048
40960,400,1500,2.236995,12339264,1455000,80,7,3072,850000,4718592,2048
40960,512,1,1.96287,12339264,1455000,80,7,3072,850000,4718592,2048
40960,512,2,1.959901,12339264,1455000,80,7,3072,850000,4718592,2048
40960,512,4,1.960421,12339264,1455000,80,7,3072,850000,4718592,2048
40960,512,8,1.961973,12339264,1455000,80,7,3072,850000,4718592,2048
40960,512,16,1.969683,12339264,1455000,80,7,3072,850000,4718592,2048
40960,512,32,1.962206,12339264,1455000,80,7,3072,850000,4718592,2048
40960,512,64,1.998419,12339264,1455000,80,7,3072,850000,4718592,2048
40960,512,128,1.999233,12339264,1455000,80,7,3072,850000,4718592,2048
40960,512,256,2.000318,12339264,1455000,80,7,3072,850000,4718592,2048
40960,512,450,1.996231,12339264,1455000,80,7,3072,850000,4718592,2048
40960,512,512,2.00072,12339264,1455000,80,7,3072,850000,4718592,2048
40960,512,800,2.005643,12339264,1455000,80,7,3072,850000,4718592,2048
40960,512,1024,1.996636,12339264,1455000,80,7,3072,850000,4718592,2048
40960,512,1500,1.997781,12339264,1455000,80,7,3072,850000,4718592,2048
40960,800,1,2.302789,12339264,1455000,80,7,3072,850000,4718592,2048
40960,800,2,2.3047,12339264,1455000,80,7,3072,850000,4718592,2048
40960,800,4,2.302967,12339264,1455000,80,7,3072,850000,4718592,2048
40960,800,8,2.305233,12339264,1455000,80,7,3072,850000,4718592,2048
40960,800,16,2.305648,12339264,1455000,80,7,3072,850000,4718592,2048
40960,800,32,2.31283,12339264,1455000,80,7,3072,850000,4718592,2048
40960,800,64,2.346798,12339264,1455000,80,7,3072,850000,4718592,2048
40960,800,128,2.350524,12339264,1455000,80,7,3072,850000,4718592,2048
40960,800,256,2.34638,12339264,1455000,80,7,3072,850000,4718592,2048
40960,800,450,2.344177,12339264,1455000,80,7,3072,850000,4718592,2048
40960,800,512,2.345481,12339264,1455000,80,7,3072,850000,4718592,2048
40960,800,800,2.350114,12339264,1455000,80,7,3072,850000,4718592,2048
40960,800,1024,2.344576,12339264,1455000,80,7,3072,850000,4718592,2048
40960,800,1500,2.35615,12339264,1455000,80,7,3072,850000,4718592,2048
40960,1024,1,2.715501,12339264,1455000,80,7,3072,850000,4718592,2048
40960,1024,2,2.713738,12339264,1455000,80,7,3072,850000,4718592,2048
40960,1024,4,2.713436,12339264,1455000,80,7,3072,850000,4718592,2048
40960,1024,8,2.722815,12339264,1455000,80,7,3072,850000,4718592,2048
40960,1024,16,2.7353,12339264,1455000,80,7,3072,850000,4718592,2048
40960,1024,32,2.720372,12339264,1455000,80,7,3072,850000,4718592,2048
40960,1024,64,2.719577,12339264,1455000,80,7,3072,850000,4718592,2048
40960,1024,128,2.71822,12339264,1455000,80,7,3072,850000,4718592,2048
40960,1024,256,2.719218,12339264,1455000,80,7,3072,850000,4718592,2048
40960,1024,450,2.720485,12339264,1455000,80,7,3072,850000,4718592,2048
40960,1024,512,2.719418,12339264,1455000,80,7,3072,850000,4718592,2048
40960,1024,800,2.721529,12339264,1455000,80,7,3072,850000,4718592,2048
40960,1024,1024,2.721106,12339264,1455000,80,7,3072,850000,4718592,2048
40960,1024,1500,2.720771,12339264,1455000,80,7,3072,850000,4718592,2048
81920,64,1,3.292182,12339264,1455000,80,7,3072,850000,4718592,2048
81920,64,2,3.295631,12339264,1455000,80,7,3072,850000,4718592,2048
81920,64,4,3.291474,12339264,1455000,80,7,3072,850000,4718592,2048
81920,64,8,3.297122,12339264,1455000,80,7,3072,850000,4718592,2048
81920,64,16,3.298198,12339264,1455000,80,7,3072,850000,4718592,2048
81920,64,32,3.298281,12339264,1455000,80,7,3072,850000,4718592,2048
81920,64,64,3.317947,12339264,1455000,80,7,3072,850000,4718592,2048
81920,64,128,3.342232,12339264,1455000,80,7,3072,850000,4718592,2048
81920,64,256,3.451755,12339264,1455000,80,7,3072,850000,4718592,2048
81920,64,450,3.576449,12339264,1455000,80,7,3072,850000,4718592,2048
81920,64,512,3.578234,12339264,1455000,80,7,3072,850000,4718592,2048
81920,64,800,3.810961,12339264,1455000,80,7,3072,850000,4718592,2048
81920,64,1024,4.440826,12339264,1455000,80,7,3072,850000,4718592,2048
81920,64,1500,5.233616,12339264,1455000,80,7,3072,850000,4718592,2048
81920,128,1,3.327031,12339264,1455000,80,7,3072,850000,4718592,2048
81920,128,2,3.322073,12339264,1455000,80,7,3072,850000,4718592,2048
81920,128,4,3.323231,12339264,1455000,80,7,3072,850000,4718592,2048
81920,128,8,3.32714,12339264,1455000,80,7,3072,850000,4718592,2048
81920,128,16,3.323709,12339264,1455000,80,7,3072,850000,4718592,2048
81920,128,32,3.324894,12339264,1455000,80,7,3072,850000,4718592,2048
81920,128,64,3.351201,12339264,1455000,80,7,3072,850000,4718592,2048
81920,128,128,3.468901,12339264,1455000,80,7,3072,850000,4718592,2048
81920,128,256,3.710123,12339264,1455000,80,7,3072,850000,4718592,2048
81920,128,450,3.943189,12339264,1455000,80,7,3072,850000,4718592,2048
81920,128,512,4.448253,12339264,1455000,80,7,3072,850000,4718592,2048
81920,128,800,5.027267,12339264,1455000,80,7,3072,850000,4718592,2048
81920,128,1024,5.013519,12339264,1455000,80,7,3072,850000,4718592,2048
81920,128,1500,5.028572,12339264,1455000,80,7,3072,850000,4718592,2048
81920,256,1,3.451773,12339264,1455000,80,7,3072,850000,4718592,2048
81920,256,2,3.448688,12339264,1455000,80,7,3072,850000,4718592,2048
81920,256,4,3.451291,12339264,1455000,80,7,3072,850000,4718592,2048
81920,256,8,3.461931,12339264,1455000,80,7,3072,850000,4718592,2048
81920,256,16,3.452238,12339264,1455000,80,7,3072,850000,4718592,2048
81920,256,32,3.45333,12339264,1455000,80,7,3072,850000,4718592,2048
81920,256,64,3.481283,12339264,1455000,80,7,3072,850000,4718592,2048
81920,256,128,3.743567,12339264,1455000,80,7,3072,850000,4718592,2048
81920,256,256,4.992689,12339264,1455000,80,7,3072,850000,4718592,2048
81920,256,450,5.029896,12339264,1455000,80,7,3072,850000,4718592,2048
81920,256,512,5.022948,12339264,1455000,80,7,3072,850000,4718592,2048
81920,256,800,5.022954,12339264,1455000,80,7,3072,850000,4718592,2048
81920,256,1024,5.02287,12339264,1455000,80,7,3072,850000,4718592,2048
81920,256,1500,5.022516,12339264,1455000,80,7,3072,850000,4718592,2048
81920,400,1,3.590224,12339264,1455000,80,7,3072,850000,4718592,2048
81920,400,2,3.580994,12339264,1455000,80,7,3072,850000,4718592,2048
81920,400,4,3.586507,12339264,1455000,80,7,3072,850000,4718592,2048
81920,400,8,3.579993,12339264,1455000,80,7,3072,850000,4718592,2048
81920,400,16,3.58093,12339264,1455000,80,7,3072,850000,4718592,2048
81920,400,32,3.579144,12339264,1455000,80,7,3072,850000,4718592,2048
81920,400,64,3.616956,12339264,1455000,80,7,3072,850000,4718592,2048
81920,400,128,4.330229,12339264,1455000,80,7,3072,850000,4718592,2048
81920,400,256,6.312516,12339264,1455000,80,7,3072,850000,4718592,2048
81920,400,450,6.314482,12339264,1455000,80,7,3072,850000,4718592,2048
81920,400,512,6.32189,12339264,1455000,80,7,3072,850000,4718592,2048
81920,400,800,6.318878,12339264,1455000,80,7,3072,850000,4718592,2048
81920,400,1024,6.306339,12339264,1455000,80,7,3072,850000,4718592,2048
81920,400,1500,6.299898,12339264,1455000,80,7,3072,850000,4718592,2048
81920,512,1,3.767506,12339264,1455000,80,7,3072,850000,4718592,2048
81920,512,2,3.772659,12339264,1455000,80,7,3072,850000,4718592,2048
81920,512,4,3.767554,12339264,1455000,80,7,3072,850000,4718592,2048
81920,512,8,3.771432,12339264,1455000,80,7,3072,850000,4718592,2048
81920,512,16,3.767996,12339264,1455000,80,7,3072,850000,4718592,2048
81920,512,32,3.768462,12339264,1455000,80,7,3072,850000,4718592,2048
81920,512,64,3.810716,12339264,1455000,80,7,3072,850000,4718592,2048
81920,512,128,5.01061,12339264,1455000,80,7,3072,850000,4718592,2048
81920,512,256,5.045708,12339264,1455000,80,7,3072,850000,4718592,2048
81920,512,450,5.045094,12339264,1455000,80,7,3072,850000,4718592,2048
81920,512,512,5.049975,12339264,1455000,80,7,3072,850000,4718592,2048
81920,512,800,5.044286,12339264,1455000,80,7,3072,850000,4718592,2048
81920,512,1024,5.046569,12339264,1455000,80,7,3072,850000,4718592,2048
81920,512,1500,5.044854,12339264,1455000,80,7,3072,850000,4718592,2048
81920,800,1,4.452657,12339264,1455000,80,7,3072,850000,4718592,2048
81920,800,2,4.452907,12339264,1455000,80,7,3072,850000,4718592,2048
81920,800,4,4.46373,12339264,1455000,80,7,3072,850000,4718592,2048
81920,800,8,4.458988,12339264,1455000,80,7,3072,850000,4718592,2048
81920,800,16,4.459025,12339264,1455000,80,7,3072,850000,4718592,2048
81920,800,32,4.45669,12339264,1455000,80,7,3072,850000,4718592,2048
81920,800,64,4.514582,12339264,1455000,80,7,3072,850000,4718592,2048
81920,800,128,8.697865,12339264,1455000,80,7,3072,850000,4718592,2048
81920,800,256,8.690247,12339264,1455000,80,7,3072,850000,4718592,2048
81920,800,450,8.697078,12339264,1455000,80,7,3072,850000,4718592,2048
81920,800,512,8.692009,12339264,1455000,80,7,3072,850000,4718592,2048
81920,800,800,8.692664,12339264,1455000,80,7,3072,850000,4718592,2048
81920,800,1024,8.697025,12339264,1455000,80,7,3072,850000,4718592,2048
81920,800,1500,8.694294,12339264,1455000,80,7,3072,850000,4718592,2048
81920,1024,1,5.274746,12339264,1455000,80,7,3072,850000,4718592,2048
81920,1024,2,5.272519,12339264,1455000,80,7,3072,850000,4718592,2048
81920,1024,4,5.275971,12339264,1455000,80,7,3072,850000,4718592,2048
81920,1024,8,5.282341,12339264,1455000,80,7,3072,850000,4718592,2048
